title,category,soc,median_pay_annual,entry_education,num_jobs_2024,exposure,exposure_rationale,karpathy_normalized,openai_beta,openai_alpha,human_beta,anthropic_observed,frey_osborne_prob,theory_reality_gap,llm_shift,consensus_score,n_sources,disagreement
Janitors and building cleaners,building-and-grounds-cleaning,37-2011,35930.0,No formal educational credential,2447700.0,1,"The core duties of this occupation are almost entirely physical, involving manual labor in unpredictable and varied environments like schools, hospitals, and construction sites. While AI might assist with minor administrative tasks like supply ordering or scheduling, the primary work of cleaning, disinfecting, and making physical repairs remains a significant barrier to AI and robotic automation.",0.1,0.0,0.0,0.0277777777777777,0.0,0.66,0.0,-0.56,0.03333333333333333,3,0.1
Jewelers and precious stone and metal workers,production,51-9071,49140.0,High school diploma or equivalent,35100.0,4,"The core of the job involves physical dexterity, manual repair, and hands-on craftsmanship that AI cannot replicate. However, AI and automation are significantly impacting the design and appraisal phases through generative CAD tools and automated gemstone grading, contributing to a projected decline in total employment.",0.4,0.2053571428571428,0.0357142857142857,0.1339285714285714,0.0,0.95,0.2053571428571428,-0.5499999999999999,0.20178571428571426,3,0.4
Judges and hearing officers,legal,,135160.0,Doctoral or professional degree,44800.0,7,"The core tasks of researching legal issues, evaluating documents, and writing opinions are highly digital and susceptible to AI automation, which can significantly increase productivity and reduce the need for human staff. However, the role requires high-stakes human judgment, presiding over physical courtrooms, and maintaining public trust, which creates a significant barrier to full automation.",0.7,,,,,,,,0.7,1,
Kindergarten and elementary school teachers,education-training-and-library,,62310.0,Bachelor's degree,1539800.0,6,"AI will significantly automate back-end knowledge work such as lesson planning, grading, and administrative communication, which currently occupy a large portion of a teacher's time. However, the core of the role involves physical supervision, emotional support, and real-time behavioral management of young children, which creates a substantial barrier to full automation.",0.6,,,,,,,,0.6,1,
Labor relations specialists,business-and-financial,13-1075,93500.0,Bachelor's degree,65400.0,7,"This occupation is predominantly digital and knowledge-based, involving the drafting of contracts, policy development, and legal compliance—all areas where AI excels. While the high-stakes interpersonal negotiation and dispute resolution provide a buffer, AI will significantly automate the research, document generation, and investigative analysis components of the role.",0.7,0.5471698113207547,0.1698113207547169,0.4433962264150943,0.0,,0.5471698113207547,,0.41572327044025154,3,0.7
Landscape architects,architecture-and-engineering,17-1012,79660.0,Bachelor's degree,21800.0,7,"Landscape architecture is a predominantly digital knowledge-based occupation where core tasks like CADD modeling, site analysis, and cost estimation are highly susceptible to AI automation and enhancement. While the role requires physical site visits and interpersonal client management, the generative design capabilities of AI can significantly accelerate the creative and technical drafting phases, potentially reducing the total human hours required per project.",0.7,0.4210526315789473,0.0,0.3684210526315789,0.0,0.045,0.4210526315789473,0.6549999999999999,0.3736842105263158,3,0.7
Lawyers,legal,23-1011,151160.0,Doctoral or professional degree,864800.0,8,"Lawyers perform high-level knowledge work that is almost entirely digital, involving document drafting, legal research, and complex data analysis—all areas where LLMs excel. While courtroom advocacy and high-stakes interpersonal negotiation provide a protective barrier, the vast majority of billable hours are spent on tasks that AI can now significantly accelerate or automate, leading to major structural changes in the profession.",0.8,0.425,0.0,0.475,0.1673,0.035,0.2577,0.765,0.4641,3,0.6327
Librarians and library media specialists,education-training-and-library,25-4022,64320.0,Master's degree,142100.0,7,"Librarianship is fundamentally about information retrieval, organization, and research—domains where LLMs and AI search engines excel. While the physical presence in schools and public libraries provides a buffer through community programming and interpersonal support, the core technical tasks of cataloging, database management, and reference assistance are highly exposed to AI automation and displacement.",0.7,0.5350877192982456,0.1578947368421052,0.5,0.2032,,0.3318877192982456,,0.4794292397660818,3,0.49679999999999996
Library technicians and assistants,education-training-and-library,,37540.0,See How to Become One,163100.0,7,"A significant portion of this role involves routine information processing, cataloging, and answering reference questions, all of which are highly susceptible to AI automation. While physical tasks like reshelving books and interpersonal community programming provide some protection, the core digital and clerical functions are increasingly being handled by automated systems and AI-driven search tools.",0.7,,,,,,,,0.7,1,
Licensed practical and licensed vocational nurses,healthcare,29-2061,62340.0,Postsecondary nondegree award,651400.0,4,"The core of this occupation involves physical tasks such as bathing, dressing, and wound care, which are currently beyond the reach of AI and robotics. However, AI will significantly impact the information-processing aspects of the job, including documenting patient care, monitoring vitals, and assisting with diagnostic reporting, leading to moderate overall exposure.",0.4,0.25,0.0789473684210526,0.25,0.0,0.058,0.25,0.342,0.21666666666666667,3,0.4
Loan officers,business-and-financial,13-2072,74180.0,Bachelor's degree,301400.0,8,"The core tasks of loan officers—analyzing financial data, verifying documentation, and assessing risk—are fundamentally digital and highly susceptible to AI automation. While complex commercial loans and relationship-based mortgage sales still require human judgment and interpersonal skills, the rapid advancement of automated underwriting and AI-driven customer service significantly reduces the need for human intervention in routine loan processing.",0.8,0.5909090909090909,0.2045454545454545,0.6477272727272727,0.1857,0.98,0.40520909090909096,-0.17999999999999994,0.5255363636363637,3,0.6143000000000001
Lodging managers,management,11-9081,68130.0,High school diploma or equivalent,52000.0,5,"Lodging managers perform a hybrid of digital knowledge work and physical site management. While AI can automate back-office tasks like revenue management, dynamic pricing, and staff scheduling, the core role requires physical inspections of facilities and high-stakes interpersonal conflict resolution with guests and staff that cannot be fully digitized.",0.5,0.4565217391304347,0.0434782608695652,0.3804347826086956,0.1215,0.0039,0.3350217391304347,0.4961,0.35934057971014494,3,0.3785
Logging workers,farming-fishing-and-forestry,45-4020,49540.0,High school diploma or equivalent,44300.0,2,"The core work is highly physical, involving the operation of heavy machinery and manual labor in unpredictable outdoor environments. While AI may improve peripheral tasks like log grading through computer vision or optimize harvest planning, the physical requirements of felling and transporting timber provide a strong barrier to AI replacement.",0.2,,,,,,,,0.2,1,
Logisticians,business-and-financial,13-1081,80880.0,Bachelor's degree,241000.0,7,"Logisticians perform high-level knowledge work that is primarily digital, involving data analysis, forecasting, and supply chain optimization—tasks where AI excels. While the role requires human-to-human negotiation and real-world problem-solving for physical disruptions, the core functions of inventory management and route optimization are increasingly being automated or enhanced by sophisticated AI algorithms.",0.7,0.5278605318327264,0.08602409396848325,0.5965664590292197,0.1571,0.012,0.3707605318327264,0.688,0.4616535106109088,3,0.5428999999999999
Machinists and tool and die makers,production,,57700.0,See How to Become One,354800.0,4,"The role involves a significant physical component, including manual dexterity, machine setup, and material handling in a factory environment. However, AI and advanced automation are increasingly capable of optimizing CNC programming, interpreting CAD designs, and monitoring machine health, which increases worker productivity and reduces the demand for traditional tool and die making skills.",0.4,,,,,,,,0.4,1,
Management analysts,business-and-financial,13-1111,101190.0,Bachelor's degree,1075100.0,7,"Management analysts perform high-level knowledge work—including data analysis, report writing, and financial modeling—that is highly susceptible to AI augmentation and automation. While the role requires significant interpersonal skills for client interviews and stakeholder management, the core 'back-office' tasks of synthesizing information and developing efficiency recommendations are increasingly being streamlined by AI tools.",0.7,0.4047619047619047,0.0952380952380952,0.5,0.2435,0.13,0.16126190476190472,0.57,0.4494206349206349,3,0.45649999999999996
Manicurists and pedicurists,personal-care-and-service,39-5092,34660.0,Postsecondary nondegree award,210100.0,2,"The core of this occupation involves high-precision physical labor, tactile sensitivity, and real-time human interaction in a physical environment. While AI can assist with peripheral business tasks like scheduling or inventory management, the primary service of cleaning, shaping, and decorating nails remains a manual task that is difficult to automate with current robotics.",0.2,0.0833333333333333,0.0555555555555555,0.0555555555555555,0.0,0.95,0.0833333333333333,-0.75,0.09444444444444444,3,0.2
Marine engineers and naval architects,architecture-and-engineering,17-2121,105670.0,Bachelor's degree,8500.0,7,"The core of this occupation involves digital design, complex mathematical modeling, and technical report writing, all of which are highly susceptible to AI-driven productivity gains and automation. While physical site visits to shipyards and offshore platforms provide a buffer, the shift toward AI-integrated CAD, automated performance testing, and generative design for hulls and machinery significantly reshapes the workflow.",0.7,0.4210526315789473,0.1052631578947368,0.4035087719298245,0.0358,0.01,0.3852526315789473,0.69,0.38561754385964914,3,0.6641999999999999
Market research analysts,business-and-financial,13-1161,76950.0,Bachelor's degree,941700.0,9,"The core duties of this role—data collection, statistical analysis, trend forecasting, and report generation—are fundamentally digital and align perfectly with AI's strengths in processing large datasets and generating insights. While human judgment is still needed for high-level strategy and client relationships, AI can now automate the vast majority of the technical and administrative tasks that define the daily work of an analyst.",0.9,0.5245901639344263,0.04918032786885245,0.5425598991172762,0.6483,0.61,-0.12370983606557373,0.29000000000000004,0.690963387978142,3,0.37540983606557377
Marriage and family therapists,community-and-social-service,21-1013,63780.0,Master's degree,77800.0,5,"While the work is increasingly digital via telehealth and involves significant information processing, the core value of therapy lies in human-to-human empathy, trust, and the navigation of complex interpersonal dynamics. AI will likely automate administrative tasks and provide diagnostic support, but the high-stakes emotional nature of family and marriage counseling provides a significant barrier to full automation.",0.5,0.1111111111111111,0.074074074074074,0.2777777777777778,0.0,0.014,0.1111111111111111,0.486,0.20370370370370372,3,0.5
Masonry workers,construction-and-extraction,,56600.0,See How to Become One,294300.0,2,"Masonry is a highly physical trade performed in unpredictable outdoor environments that require manual dexterity, strength, and real-time sensory feedback. While AI and robotics may assist with blueprint analysis or specialized brick-laying machines in controlled settings, the core tasks of navigating muddy sites, handling heavy materials, and finishing surfaces remain resistant to digital automation.",0.2,,,,,,,,0.2,1,
Massage therapists,healthcare,31-9011,57950.0,Postsecondary nondegree award,168000.0,2,"The core of this occupation is highly physical, requiring manual manipulation of soft tissues and real-time human empathy in a physical setting. While AI can assist with peripheral administrative tasks like scheduling, marketing, and documentation, it cannot replace the tactile skill and physical presence required for massage therapy.",0.2,0.074074074074074,0.074074074074074,0.1851851851851851,0.0,0.54,0.074074074074074,-0.34,0.09135802469135801,3,0.2
Material moving machine operators,transportation-and-material-moving,,46620.0,See How to Become One,867700.0,4,"The core of the job is physical operation of heavy machinery in dynamic environments like warehouses and construction sites, which provides a buffer against full automation. However, AI-driven computer vision and autonomous navigation are increasingly being integrated into forklifts and conveyor systems, leading to moderate exposure as these technologies augment or replace human operators in structured settings.",0.4,,,,,,,,0.4,1,
Material recording clerks,office-and-administrative-support,,46120.0,High school diploma or equivalent,1300800.0,7,"This occupation is highly exposed because its core functions—tracking data, scheduling, and inventory reporting—are digital information-processing tasks that AI and automated systems excel at. While some physical presence is required to inspect goods or handle packages, the rapid integration of AI-driven logistics software, RFID technology, and computer vision for quality control is already leading to a projected decline in employment.",0.7,,,,,,,,0.7,1,
Materials engineers,architecture-and-engineering,17-2131,108310.0,Bachelor's degree,23000.0,7,"Materials engineering is heavily reliant on digital simulation, data analysis, and computational modeling, areas where AI and machine learning are already accelerating material discovery and property prediction. While the role requires physical lab work and manufacturing oversight, a significant portion of the core value—designing alloys, analyzing failures, and writing technical reports—is increasingly susceptible to AI-driven productivity gains and automation.",0.7,0.4878048780487805,0.1463414634146341,0.3170731707317073,0.0,0.021,0.4878048780487805,0.6789999999999999,0.3959349593495935,3,0.7
Mathematicians and statisticians,math,,104350.0,Master's degree,34600.0,9,"This occupation is almost entirely digital, involving data analysis, mathematical modeling, and coding—all domains where AI and Large Language Models excel. While high-level theoretical research and complex interdisciplinary communication require human judgment, AI can now automate significant portions of data cleaning, statistical testing, and code generation, drastically increasing individual productivity and restructuring the workflow.",0.9,,,,,,,,0.9,1,
Mechanical engineering technologists and technicians,architecture-and-engineering,17-3027,68730.0,Associate's degree,38300.0,5,"This occupation is a hybrid of digital knowledge work and physical labor. While AI can significantly automate digital tasks like 3D modeling, data analysis, and cost estimation, the role still requires a substantial physical presence for assembling parts, setting up vehicle crash tests, and operating machinery like lathes and grinders.",0.5,0.37868480725623577,0.1094104308390022,0.3151927437641723,0.0683,0.38,0.31038480725623574,0.12,0.31566160241874525,3,0.4317
Mechanical engineers,architecture-and-engineering,17-2141,102320.0,Bachelor's degree,293100.0,7,"Mechanical engineering is heavily reliant on digital tools like CAD, simulations, and data analysis, all of which are being rapidly enhanced by AI to automate complex design iterations and predictive modeling. While the role requires physical prototyping, site visits, and hardware testing, the core intellectual work of designing and analyzing mechanical systems is increasingly susceptible to AI-driven productivity gains and automation.",0.7,0.5312935096519228,0.20618331053351568,0.5007630338957288,0.0813,0.011,0.4499935096519228,0.689,0.4375311698839743,3,0.6186999999999999
Medical and health services managers,management,11-9111,117960.0,Bachelor's degree,616200.0,6,"This role involves a high volume of digital knowledge work, such as budgeting, scheduling, and regulatory compliance, which are highly susceptible to AI optimization. However, the core responsibilities of recruiting, supervising staff, and navigating complex interpersonal relationships within a physical healthcare facility provide a significant buffer against full automation.",0.6,0.4285714285714285,0.0,0.3714285714285714,0.0659,0.0073,0.3626714285714285,0.5927,0.3648238095238095,3,0.5341
Medical assistants,healthcare,31-9092,44200.0,Postsecondary nondegree award,811000.0,4,"Medical assistants perform a hybrid of physical and digital tasks; while AI can significantly automate administrative duties like scheduling, coding, and medical record entry, it cannot perform physical clinical tasks such as drawing blood, administering injections, or taking manual vital signs. The role requires a high degree of real-time human interaction and empathy in a physical clinical setting, which serves as a natural barrier to full automation.",0.4,0.358974358974359,0.1794871794871795,0.141025641025641,0.0476,0.3,0.31137435897435894,0.10000000000000003,0.2688581196581196,3,0.35240000000000005
Medical dosimetrists,healthcare,29-2036,138110.0,Bachelor's degree,4800.0,8,"The core of this occupation involves complex mathematical calculations, image analysis (CT/MRI), and digital treatment planning, all of which are domains where AI and machine learning excel. While there is a minor physical component involving patient positioning and equipment calibration, the vast majority of the work is digital information processing that is highly susceptible to automation and AI-driven optimization.",0.8,0.45,0.15,0.3,,,,,0.625,2,0.35000000000000003
Medical equipment repairers,installation-maintenance-and-repair,49-9062,62630.0,Associate's degree,68000.0,3,"The core of this occupation is physical and manual, requiring dexterity to handle tools, disassemble machinery, and work in tight physical spaces. While AI will significantly enhance diagnostic software, troubleshooting, and predictive maintenance scheduling, the physical act of repairing, installing, and calibrating hardware remains a human-centric task that cannot be automated by digital AI alone.",0.3,0.303030303030303,0.1515151515151515,0.2727272727272727,0.0,0.27,0.303030303030303,0.02999999999999997,0.201010101010101,3,0.303030303030303
Medical records specialists,healthcare,29-2072,50250.0,Postsecondary nondegree award,194800.0,9,"This occupation is almost entirely digital, involving the processing, classification, and entry of data into electronic systems. AI is already highly capable of natural language processing and automated medical coding, which directly automates the core tasks of reviewing records and assigning clinical codes, significantly reducing the need for human intervention.",0.9,0.6176470588235294,0.2352941176470588,0.5588235294117647,0.6674,,-0.049752941176470555,,0.728349019607843,3,0.2823529411764706
Medical scientists,life-physical-and-social-science,19-1042,100590.0,Doctoral or professional degree,165300.0,7,"Medical scientists perform high-level knowledge work including data analysis, grant writing, and literature reviews, all of which are highly susceptible to AI augmentation and automation. While physical laboratory work and clinical trials provide a buffer, the core of the profession is shifting toward computational biology and AI-driven drug discovery, significantly increasing productivity and reshaping research methodologies.",0.7,0.5227272727272727,0.1818181818181818,0.5681818181818182,0.0381,0.0045,0.4846272727272727,0.6955,0.4202757575757576,3,0.6618999999999999
Medical transcriptionists,healthcare,31-9094,37550.0,Postsecondary nondegree award,43900.0,10,"Medical transcription is a purely digital, routine information-processing task that has already been heavily impacted by speech recognition. Modern AI and Large Language Models (LLMs) can now handle complex medical terminology, formatting, and summarization with high accuracy, transforming the human role into a diminishing oversight function or eliminating it entirely.",1.0,0.875,0.8214285714285714,0.2321428571428571,0.6365,0.89,0.23850000000000005,0.10999999999999999,0.8371666666666666,3,0.36350000000000005
"Meeting, convention, and event planners",business-and-financial,13-1121,59440.0,Bachelor's degree,155800.0,6,"A significant portion of the role involves digital tasks such as logistics planning, vendor research, contract review, and communications, which are highly susceptible to AI automation and productivity gains. However, the core of the job requires physical site inspections, real-time on-site problem solving during events, and high-stakes interpersonal negotiation and relationship management, which provide a buffer against full automation.",0.6,0.4864864864864865,0.1081081081081081,0.3648648648648649,0.1023,0.037,0.3841864864864865,0.563,0.3962621621621622,3,0.4977
Metal and plastic machine workers,production,,46800.0,See How to Become One,1000700.0,4,"The core of the work is physical and requires presence on a factory floor to handle materials and maintain machinery. However, AI and advanced automation are increasingly capable of handling the digital aspects of the job, such as CNC programming, machine monitoring, and quality inspection, which is already contributing to a projected decline in employment.",0.4,,,,,,,,0.4,1,
Microbiologists,life-physical-and-social-science,19-1022,87330.0,Bachelor's degree,20700.0,6,"Microbiologists have a high exposure to AI because a significant portion of their work involves data analysis, pattern recognition in genetic sequences, and technical reporting—all areas where AI is rapidly advancing. However, the physical requirement to conduct laboratory experiments, maintain biological cultures, and collect field samples provides a substantial buffer against full automation.",0.6,0.3958333333333333,0.0833333333333333,0.3125,0.0969,0.012,0.29893333333333333,0.588,0.3642444444444444,3,0.5031
Middle school teachers,education-training-and-library,25-2022,62970.0,Bachelor's degree,633700.0,6,"Middle school teachers have high exposure because a significant portion of their workload—lesson planning, grading, and content creation—is digital and highly susceptible to AI automation. However, the core of the job requires physical presence for classroom management, emotional support for adolescents, and real-time interpersonal interaction, which provides a substantial buffer against full automation.",0.6,0.3478260869565217,0.072463768115942,0.3405797101449275,0.2972,0.17,0.050626086956521654,0.42999999999999994,0.4150086956521739,3,0.30279999999999996
Military careers,military,,,,,4,"Military careers are a vast composite of physical combat, manual labor, and high-level digital strategy. While AI will heavily automate back-office administration, logistics, and intelligence analysis (high exposure), the core requirements of physical presence, tactical human leadership, and operation in unpredictable physical environments provide a significant buffer.",0.4,,,,,,,,0.4,1,
Mining and geological engineers,architecture-and-engineering,17-2151,101020.0,Bachelor's degree,7000.0,6,"Mining and geological engineering involves a significant amount of digital knowledge work, including mine design, technical reporting, and data analysis, which are highly susceptible to AI-driven productivity gains. However, the role also requires substantial physical presence for site evaluations, safety inspections, and supervising construction in remote, unpredictable environments, which provides a buffer against full automation.",0.6,0.4814814814814814,0.1111111111111111,0.5,0.0,0.14,0.4814814814814814,0.45999999999999996,0.36049382716049383,3,0.6
Models,sales,41-9012,89990.0,No formal educational credential,6700.0,8,"While runway and live event modeling require physical presence, the majority of modeling work results in digital or print imagery which is highly vulnerable to AI-generated synthetic media. AI can now create hyper-realistic virtual models or 'digital twins' of existing models, allowing brands to showcase clothing and products without physical photo shoots, significantly reducing the demand for human labor in commercial and catalog sectors.",0.8,0.2333333333333333,0.1333333333333333,0.4,0.0,0.98,0.2333333333333333,-0.17999999999999994,0.3444444444444445,3,0.8
Music directors and composers,entertainment-and-sports,27-2041,63670.0,Bachelor's degree,47300.0,7,"The occupation is a hybrid of high-exposure digital work (composing) and lower-exposure physical work (conducting). Generative AI is rapidly automating music composition, arrangement, and scoring for commercial media, while the music director role remains more resilient due to the need for live leadership, physical rehearsals, and human-to-human artistic interpretation.",0.7,0.7105263157894737,0.5263157894736842,0.2807017543859649,0.0368,0.015,0.6737263157894737,0.6849999999999999,0.48244210526315784,3,0.6737263157894737
Musicians and singers,entertainment-and-sports,27-2042,88296.0,No formal educational credential,169800.0,4,"While AI can generate high-quality digital music and vocals, a significant portion of this occupation involves live performance, physical presence at venues, and human-centric events like religious services and concerts. The 'human element' and the physical act of playing an instrument or singing in real-time provide a natural barrier, though AI will increasingly compete for studio/session work and background music production.",0.4,0.4081632653061224,0.2448979591836734,0.1326530612244897,0.0,0.074,0.4081632653061224,0.326,0.26938775510204077,3,0.4081632653061224
Natural sciences managers,management,11-9121,161180.0,Bachelor's degree,104300.0,7,"This role is predominantly knowledge-based, involving data analysis, budgeting, and technical reporting, all of which are highly susceptible to AI enhancement and automation. While the job requires significant human-centric leadership and physical oversight of laboratories, AI will drastically increase productivity in reviewing research, drafting operational reports, and optimizing resource allocation.",0.7,0.5306967984934087,0.11155206467318907,0.4865325432915346,0.0613,0.018,0.46939679849340865,0.6819999999999999,0.43066559949780286,3,0.6386999999999999
Network and computer systems administrators,computer-and-information-technology,15-1244,96800.0,Bachelor's degree,331500.0,8,"This occupation is primarily digital and involves tasks like configuration, monitoring, and troubleshooting that are highly susceptible to AI-driven automation and 'infrastructure as code' practices. While some physical hardware maintenance remains, the shift toward cloud computing and AI-powered network management tools is already leading to a projected decline in employment as fewer workers can manage larger, more complex systems.",0.8,0.7297297297297298,0.5405405405405406,0.5135135135135136,0.3373,,0.39242972972972984,,0.6223432432432433,3,0.46270000000000006
"News analysts, reporters, and journalists",media-and-communication,27-3023,60280.0,Bachelor's degree,49300.0,7,"The core work product is digital (text, scripts, and multimedia), and AI can already automate significant portions of research, drafting, and editing. While physical presence for field reporting and the cultivation of human sources provide a protective barrier, the overall occupation faces high exposure as AI tools drastically increase individual productivity, potentially leading to further industry consolidation and fewer required roles.",0.7,0.65,0.3,0.6333333333333333,0.2098,,0.44020000000000004,,0.5199333333333334,3,0.49019999999999997
Nuclear engineers,architecture-and-engineering,17-2161,127520.0,Bachelor's degree,15400.0,7,"Nuclear engineering is a high-level knowledge profession where core tasks—such as reactor design, dose calculations, and safety simulations—are performed using digital tools and complex mathematical modeling. While the high-stakes regulatory environment and the need for physical inspections at power plants provide a buffer, AI is rapidly advancing in its ability to optimize designs, analyze sensor data for predictive maintenance, and automate technical documentation.",0.7,0.55,0.25,0.475,0.0,0.07,0.55,0.6299999999999999,0.4166666666666667,3,0.7
Nuclear medicine technologists,healthcare,29-2033,97020.0,Associate's degree,20000.0,4,"The role requires significant physical presence to prepare and administer radiopharmaceuticals, operate heavy machinery, and physically assist or position patients. While AI will likely automate the digital aspects of the job—such as optimizing image quality, calculating dosages, and streamlining record-keeping—the core clinical and manual tasks remain insulated from full automation.",0.4,0.2903225806451612,0.064516129032258,0.2580645161290322,0.0513,0.13,0.2390225806451612,0.27,0.2472075268817204,3,0.3487
Nuclear technicians,life-physical-and-social-science,19-4051,104240.0,Associate's degree,6000.0,5,"Nuclear technicians perform a mix of digital monitoring and physical labor, such as collecting environmental samples and maintaining hardware. While AI can significantly automate the data analysis, radiation calculation, and system monitoring aspects of the role, the requirement for physical presence in hazardous environments and the manual calibration of equipment provide a buffer against full automation.",0.5,0.18506493506493504,0.11147186147186144,0.28409090909090906,0.0,0.85,0.18506493506493504,-0.35,0.22835497835497834,3,0.5
"Nurse anesthetists, nurse midwives, and nurse practitioners",healthcare,,132050.0,Master's degree,382700.0,5,"This occupation involves a significant amount of high-level knowledge work, such as diagnosing conditions and analyzing test results, which is highly susceptible to AI assistance. However, the core of the job requires physical presence for exams, procedures (like delivering babies or administering anesthesia), and complex interpersonal communication that provides a strong buffer against full automation.",0.5,,,,,,,,0.5,1,
Nursing assistants and orderlies,healthcare,,39430.0,See How to Become One,1495400.0,2,"The core duties of nursing assistants and orderlies—such as bathing, dressing, and physically transferring patients—are highly manual and require real-time human presence in unpredictable physical environments. While AI may assist with peripheral tasks like recording vital signs or scheduling, the primary work product is physical care and interpersonal support, which remains largely insulated from AI automation.",0.2,,,,,,,,0.2,1,
Occupational health and safety specialists and technicians,healthcare,19-5000,78900.0,See How to Become One,163700.0,5,"This occupation is a hybrid of physical fieldwork and digital knowledge work. While AI can significantly automate data analysis, report writing, and regulatory cross-referencing, the core duties require physical inspections of worksites, manual testing with specialized equipment, and real-time human interaction to conduct safety trainings and emergency investigations.",0.5,,,,,,,,0.5,1,
Occupational therapists,healthcare,29-1122,98340.0,Master's degree,160000.0,3,"Occupational therapy is a highly physical and interpersonal profession that requires real-time observation, manual manipulation of patients, and the assessment of physical environments like homes and workplaces. While AI can assist with peripheral tasks such as treatment planning, progress documentation, and medical history analysis, the core of the job involves hands-on rehabilitation and emotional support that cannot be replicated digitally.",0.3,0.2890151515151515,0.1106060606060606,0.34071969696969695,0.008,0.0035,0.2810151515151515,0.2965,0.1990050505050505,3,0.292
Occupational therapy assistants and aides,healthcare,31-2010,66050.0,See How to Become One,54400.0,3,"The core of this occupation involves physical assistance, manual therapy, and real-time human interaction, such as lifting patients and guiding motor skill exercises, which AI cannot perform. While AI can streamline administrative tasks like scheduling, documentation, and billing, the primary value of the role is rooted in physical presence and empathetic interpersonal support.",0.3,,,,,,,,0.3,1,
Oil and gas workers,construction-and-extraction,,52610.0,No formal educational credential,115900.0,3,"The core of this occupation involves heavy physical labor, equipment maintenance, and manual operation in unpredictable outdoor environments, which provides a strong buffer against AI. However, the industry is increasingly adopting automated drilling technologies and remote monitoring systems that improve productivity, meaning fewer human workers may be required to achieve the same output.",0.3,,,,,,,,0.3,1,
Operations research analysts,math,15-2031,91290.0,Bachelor's degree,112100.0,9,"This occupation is almost entirely digital, involving data collection, mathematical modeling, and report writing—all areas where AI and Large Language Models excel. While analysts still provide high-level human judgment and stakeholder persuasion, AI can now automate the core technical tasks of coding analytical tools, mining data, and generating optimization simulations, significantly increasing individual productivity and restructuring the role.",0.9,0.6290322580645161,0.2580645161290322,0.6290322580645161,0.4288,0.035,0.2002322580645161,0.865,0.652610752688172,3,0.4712
Opticians,healthcare,29-2081,46560.0,High school diploma or equivalent,79900.0,4,"The role involves a significant amount of physical, hands-on work such as measuring faces, adjusting frames with tools, and teaching patients how to insert contact lenses. While AI can automate administrative tasks and assist in frame selection via virtual try-on technology, the core requirements of physical fitting, manual repairs, and real-time interpersonal healthcare guidance provide a buffer against full automation.",0.4,0.2857142857142857,0.0952380952380952,0.238095238095238,0.0,0.71,0.2857142857142857,-0.30999999999999994,0.22857142857142856,3,0.4
Optometrists,healthcare,29-1041,134830.0,Doctoral or professional degree,47800.0,4,"Optometry is a hybrid of physical clinical procedures and high-level data analysis. AI is highly effective at analyzing retinal scans and diagnostic data to identify diseases, which will significantly augment the diagnostic process; however, the core role requires physical presence for eye exams, minor surgical procedures, and the fitting of corrective lenses, which provides a strong buffer against full automation.",0.4,0.3,0.0,0.05,0.0,0.14,0.3,0.26,0.2333333333333333,3,0.4
Orthotists and prosthetists,healthcare,29-2091,78310.0,Master's degree,10100.0,4,"This occupation involves a significant amount of physical, hands-on work including patient examinations, manual measurements, and the physical fabrication or adjustment of medical devices. While AI and computer-aided design (CAD) can greatly enhance the diagnostic and design phases, the core requirements of real-time human interaction, physical dexterity, and clinical judgment in a healthcare setting provide a strong barrier to full automation.",0.4,0.2758620689655172,0.1724137931034483,0.1896551724137931,0.0,0.0035,0.2758620689655172,0.3965,0.22528735632183908,3,0.4
"Painters, construction and maintenance",construction-and-extraction,47-2141,48660.0,No formal educational credential,342200.0,1,"The core duties of this occupation are entirely physical, requiring manual dexterity, mobility at heights, and real-time adaptation to unpredictable physical environments. While AI might assist with peripheral business tasks like estimating or scheduling, it cannot perform the labor-intensive tasks of surface preparation and paint application.",0.1,0.0571428571428571,0.0571428571428571,0.0285714285714285,0.0,0.75,0.0571428571428571,-0.65,0.05238095238095237,3,0.1
Painting and coating workers,production,51-9120,47390.0,See How to Become One,174300.0,3,"The core of this occupation involves physical labor, manual dexterity, and presence in industrial or repair environments, which provides a natural barrier to AI. While AI and computer vision can enhance automated spray systems and quality control sensors, the need for human workers to set up equipment, prepare surfaces, and perform manual touch-ups in unpredictable repair settings remains significant.",0.3,,,,,,,,0.3,1,
Paralegals and legal assistants,legal,23-2011,61010.0,Associate's degree,376200.0,9,"The core duties of this occupation—legal research, document drafting, and information organization—are fundamentally digital and align perfectly with the strengths of Large Language Models. While some interpersonal and courtroom logistics remain, AI can already automate or significantly accelerate the vast majority of a paralegal's workload, leading to the BLS's projection of 0% job growth despite high demand for legal services.",0.9,0.525,0.2,0.45,0.2927,0.94,0.2323,-0.039999999999999925,0.5725666666666667,3,0.6073
Personal financial advisors,business-and-financial,13-2052,102140.0,Bachelor's degree,326000.0,7,"The core technical tasks of this role—analyzing market data, optimizing portfolios, and tax planning—are digital and highly susceptible to AI automation, as evidenced by the rise of robo-advisors. However, the occupation is protected by a significant interpersonal component, as clients often require human trust, emotional reassurance during market volatility, and complex ethical judgment that AI cannot yet fully replicate.",0.7,0.5,0.0526315789473684,0.6710526315789473,0.3504,0.58,0.1496,0.12,0.5168,3,0.34959999999999997
